B_BUS_ID;B_LEA_OR_ENTITY_NAME;F_CITY;C_FLEET_OPERATOR_1_IF_APPLICABLE;N_CURRENT_STATUS_OF_BUS;O_BATCH;T_BUS_OEM;U_ELECTRIC_POWERTRAIN_MANUFACTURER;V_MODEL;W_TYPE;X_DEALER;Y_MULTIPLE_FUNDING_SOURCES_USED;Z_FUNDING_SOURCE_1;AA_AGENCY_ADMINISTERING_FUNDS_1;Z_FUNDING_SOURCE_2;AB_DOLLAR_AMOUNT_TOWARD_BUS;AE_DOLLAR_AMOUNT_TOWARD_CHARGER;A_DATE_OF_MOST_RECENT_SOURCE;B_SOURCE_1;B_SOURCE_2;LEA_ID_NON_TRIM;QUARTER_AWARDED;ANNEE_ORDERED;QUARTER_ORDERED;ANNEE_DELIVERED;QUARTER_DELIVERED;ANNEE_OPERATING;QUARTER_OPERATING;fundraiser_1 montant;fundraiser-2 montant;LEA_ID;ANNEE_AWARDED;date_awarded;date_ordered;date_delivered;date_operating;awarded_to_ordered;ordered_to_delivered;delivered_to_operating
3;Alisal Union;Salinas;;Delivered;3;;;;;;False;Electric School Bus Program;Central Coast Community Energy;;;;vendredi 30 juillet 2021;https://www.montereyherald.com/2021/07/27/monterey-bay-region-eligible-for-funding-to-covert-school-buses-to-electric/;;601950;;;;2021;7;;;;0;601950;;;;01/07/2021;;;;
3;Downey Unified;Downey;;Delivered;2;GreenPower;;B.E.A.S.T. Synapse 90;D;;False;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);;210000;;mercredi 31 ao?t 2022;Correspondence with CARB 8/31/22;;611460;4;;;2022;7;;;210000;0;611460;2021;01/04/2021;;01/07/2022;;;;
4;Fontana Unified;Fontana;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;2022;4;;;332009;0;613920;2019;01/07/2019;;01/04/2022;;;;
5;Fontana Unified;Fontana;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;2022;4;;;332009;0;613920;2019;01/07/2019;;01/04/2022;;;;
1;La Mesa-Spring Valley;La Mesa;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;263998;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;620250;7;;;2021;10;;;323998;0;620250;2019;01/07/2019;;01/10/2021;;;;
2;La Mesa-Spring Valley;La Mesa;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;263998;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;620250;7;;;2022;4;;;323998;0;620250;2019;01/07/2019;;01/04/2022;;;;
3;La Mesa-Spring Valley;La Mesa;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;263998;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;620250;7;;;2022;4;;;323998;0;620250;2019;01/07/2019;;01/04/2022;;;;
4;La Mesa-Spring Valley;La Mesa;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;263998;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;620250;7;;;2022;4;;;323998;0;620250;2019;01/07/2019;;01/04/2022;;;;
5;La Mesa-Spring Valley;La Mesa;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;263998;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;620250;7;;;2022;4;;;323998;0;620250;2019;01/07/2019;;01/04/2022;;;;
6;La Mesa-Spring Valley;La Mesa;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;263998;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;620250;7;;;2022;4;;;323998;0;620250;2019;01/07/2019;;01/04/2022;;;;
7;La Mesa-Spring Valley;La Mesa;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;263998;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;620250;7;;;2022;4;;;323998;0;620250;2019;01/07/2019;;01/04/2022;;;;
8;La Mesa-Spring Valley;La Mesa;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;263998;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;620250;7;;;2022;4;;;323998;0;620250;2019;01/07/2019;;01/04/2022;;;;
9;La Mesa-Spring Valley;La Mesa;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;263998;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;620250;7;;;2022;7;;;323998;0;620250;2019;01/07/2019;;01/07/2022;;;;
1;Liberty Union High;Brentwood;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;269627;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;621600;7;;;2021;10;;;329627;0;621600;2019;01/07/2019;;01/10/2021;;;;
1;Newark Unified;Newark;;Delivered;1;Lion Electric;;LionC;C;;False;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);;220000;;mercredi 31 ao?t 2022;Correspondence with CARB 8/31/22;;627060;4;;;2021;4;;;220000;0;627060;2019;01/04/2019;;01/04/2021;;;;
2;Newark Unified;Newark;;Delivered;1;Lion Electric;;LionC;C;;False;California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);California Air Resources Board (CARB);;220000;;mercredi 31 ao?t 2022;Correspondence with CARB 8/31/22;;627060;4;;;2021;4;;;220000;0;627060;2019;01/04/2019;;01/04/2021;;;;
1;Norwalk-La Mirada Unified;Norwalk;;Delivered;1;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;211389;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;627690;7;;;2021;10;;;271389;0;627690;2019;01/07/2019;;01/10/2021;;;;
2;Norwalk-La Mirada Unified;Norwalk;;Delivered;1;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;211389;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;627690;7;;;2021;10;;;271389;0;627690;2019;01/07/2019;;01/10/2021;;;;
3;Norwalk-La Mirada Unified;Norwalk;;Delivered;1;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;211389;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;627690;7;;;2021;10;;;271389;0;627690;2019;01/07/2019;;01/10/2021;;;;
4;Norwalk-La Mirada Unified;Norwalk;;Delivered;1;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;211389;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;627690;7;;;2021;10;;;271389;0;627690;2019;01/07/2019;;01/10/2021;;;;
5;Redwood City Elementary;Redwood City;;Delivered;1;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;215061;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;632130;;;;2021;10;;;275061;0;632130;;;;01/10/2021;;;;
6;Redwood City Elementary;Redwood City;;Delivered;1;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;215061;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;632130;;;;2021;10;;;275061;0;632130;;;;01/10/2021;;;;
7;Redwood City Elementary;Redwood City;;Delivered;1;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;632130;;;;2021;10;;;332009;0;632130;;;;01/10/2021;;;;
6;Ukiah Unified;Ukiah;;Delivered;2;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;233424;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;640300;10;;;2022;4;;;293424;0;640300;2019;01/10/2019;;01/04/2022;;;;
1;Paramount Cottage Home;Indianapolis;;Delivered;1;Lion Electric;;LionC;C;;False;;;;;;mardi 10 novembre 2020;https://www.wrtv.com/news/education/east-side-indianapolis-charter-school-takes-delivery-of-electric-school-bus;;1800196;;;;2020;10;;;;0;1800196;;;;01/10/2020;;;;
3;Concord;Concord;;Operating;2;Blue Bird;;;D;;False;State reimbursement;Massachusetts Department of Elementary and Secondary Education;;;;mercredi 3 mai 2023;Correspondence with district;;2503840;;;;2023;1;;;;0;2503840;;;;01/01/2023;;;;
1;LEWIS CO. C-1;LEWISTOWN;;Delivered;1;Lion Electric;;LionC;C;;False;Community Facilities Grant;U.S. Department of Agriculture;;;;mardi 4 mai 2021;Lion Electric Instagram post, 5/4/21;;2918460;10;;;2021;4;;;;0;2918460;2020;01/10/2020;;01/04/2021;;;;
2;Anaheim Union High;Anaheim;;Ordered;3;GreenPower;;Synapse 90;D;;False;;;;248000;20000;jeudi 23 juillet 2020;https://greenpowermotor.com/greenpower-receives-order-10-electric-school-buses/;;602630;;2020;7;;;;;268000;0;602630;;;01/07/2020;;;;;
1;Vacaville Unified;Vacaville;;Awarded;1;Lion Electric;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;640590;7;;;;;;;332009;0;640590;2019;01/07/2019;;;;;;
2;Vacaville Unified;Vacaville;;Awarded;1;Lion Electric;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;640590;7;;;;;;;332009;0;640590;2019;01/07/2019;;;;;;
1;CLARK CO. R-I;KAHOKA;;Awarded;1;Lion Electric;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;lundi 12 d?cembre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates;;2916380;10;;;;;;;395000;0;2916380;2022;01/10/2022;;;;;;
2;CLARK CO. R-I;KAHOKA;;Awarded;1;Lion Electric;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;lundi 12 d?cembre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates;;2916380;10;;;;;;;395000;0;2916380;2022;01/10/2022;;;;;;
3;CLARK CO. R-I;KAHOKA;;Awarded;1;Lion Electric;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;lundi 12 d?cembre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates;;2916380;10;;;;;;;395000;0;2916380;2022;01/10/2022;;;;;;
1;Liberty Traditional Charter School (10968);TUCSON;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;lundi 12 d?cembre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates;;400190;10;;;;;;;395000;0;400190;2022;01/10/2022;;;;;;
2;Atwater Elementary;Atwater;;Awarded;2;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;lundi 12 d?cembre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates;;603420;10;;;;;;;395000;0;603420;2022;01/10/2022;;;;;;
3;Atwater Elementary;Atwater;;Awarded;2;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;lundi 12 d?cembre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates;;603420;10;;;;;;;395000;0;603420;2022;01/10/2022;;;;;;
3;Baldwin Park Unified;Baldwin Park;;Awarded;2;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;211389;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;603690;7;;;;;;;271389;0;603690;2019;01/07/2019;;;;;;
4;Baldwin Park Unified;Baldwin Park;;Awarded;2;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;211389;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;603690;7;;;;;;;271389;0;603690;2019;01/07/2019;;;;;;
10;Center Joint Unified;Antelope;;Awarded;2;;;;;;False;Diesel Emissions Reduction Act (DERA) rebate;Environmental Protection Agency (EPA);;65000;;lundi 7 mars 2022;https://www.epa.gov/newsreleases/epa-awards-rebates-totaling-17-million-fund-clean-school-buses-reduce-diesel-emissions;;607900;1;;;;;;;65000;0;607900;2022;01/01/2022;;;;;;
11;Center Joint Unified;Antelope;;Awarded;2;;;;;;False;Diesel Emissions Reduction Act (DERA) rebate;Environmental Protection Agency (EPA);;65000;;lundi 7 mars 2022;https://www.epa.gov/newsreleases/epa-awards-rebates-totaling-17-million-fund-clean-school-buses-reduce-diesel-emissions;;607900;1;;;;;;;65000;0;607900;2022;01/01/2022;;;;;;
12;Center Joint Unified;Antelope;;Awarded;2;;;;;;False;Diesel Emissions Reduction Act (DERA) rebate;Environmental Protection Agency (EPA);;65000;;lundi 7 mars 2022;https://www.epa.gov/newsreleases/epa-awards-rebates-totaling-17-million-fund-clean-school-buses-reduce-diesel-emissions;;607900;1;;;;;;;65000;0;607900;2022;01/01/2022;;;;;;
2;Chico Unified;Chico;;Delivered;2;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;261184;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;608370;7;;;;;;;321184;0;608370;2019;01/07/2019;;;;;;
1;Del Norte County Unified;Crescent City;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;261184;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;610770;;;;;;;;321184;0;610770;;;;;;;;
2;Del Norte County Unified;Crescent City;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;261184;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;610770;;;;;;;;321184;0;610770;;;;;;;;
1;Escalon Unified;Escalon;;Awarded;1;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;612840;7;;;;;;;332009;0;612840;2019;01/07/2019;;;;;;
2;Escalon Unified;Escalon;;Awarded;1;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;612840;7;;;;;;;332009;0;612840;2019;01/07/2019;;;;;;
3;Fontana Unified;Fontana;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;;;;;332009;0;613920;2019;01/07/2019;;;;;;
6;Fontana Unified;Fontana;;Delivered;2;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;233424;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;;;;;293424;0;613920;2019;01/07/2019;;;;;;
7;Fontana Unified;Fontana;;Delivered;2;;;;A;;False;School Bus Replacement Program;California Energy Commission (CEC);;233424;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;;;;;293424;0;613920;2019;01/07/2019;;;;;;
8;Fontana Unified;Fontana;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;;;;;332009;0;613920;2019;01/07/2019;;;;;;
9;Fontana Unified;Fontana;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;;;;;332009;0;613920;2019;01/07/2019;;;;;;
10;Fontana Unified;Fontana;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;;;;;332009;0;613920;2019;01/07/2019;;;;;;
11;Fontana Unified;Fontana;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;;;;;332009;0;613920;2019;01/07/2019;;;;;;
12;Fontana Unified;Fontana;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;613920;7;;;;;;;332009;0;613920;2019;01/07/2019;;;;;;
1;Hanford Elementary;Hanford;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;269627;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616470;7;;;;;;;329627;0;616470;2019;01/07/2019;;;;;;
3;Hanford Elementary;Hanford;;Delivered;1;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616470;7;;;;;;;332009;0;616470;2019;01/07/2019;;;;;;
4;Hanford Elementary;Hanford;;Delivered;1;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616470;7;;;;;;;332009;0;616470;2019;01/07/2019;;;;;;
5;Hanford Elementary;Hanford;;Delivered;1;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616470;7;;;;;;;332009;0;616470;2019;01/07/2019;;;;;;
1;Hanford Joint Union High;Hanford;;Awarded;1;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616500;7;;;;;;;332009;0;616500;2019;01/07/2019;;;;;;
3;Hemet Unified;Hemet;;Delivered;2;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;269627;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616920;7;;;;;;;329627;0;616920;2019;01/07/2019;;;;;;
4;Hemet Unified;Hemet;;Delivered;2;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;269627;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616920;7;;;;;;;329627;0;616920;2019;01/07/2019;;;;;;
5;Hemet Unified;Hemet;;Delivered;2;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;269627;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616920;7;;;;;;;329627;0;616920;2019;01/07/2019;;;;;;
6;Hemet Unified;Hemet;;Delivered;2;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;269627;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616920;7;;;;;;;329627;0;616920;2019;01/07/2019;;;;;;
7;Hemet Unified;Hemet;;Delivered;2;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;269627;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616920;7;;;;;;;329627;0;616920;2019;01/07/2019;;;;;;
8;Hemet Unified;Hemet;;Delivered;2;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;269627;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;616920;7;;;;;;;329627;0;616920;2019;01/07/2019;;;;;;
1;Holtville Unified;Holtville;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;261184;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;617430;7;;;;;;;321184;0;617430;2019;01/07/2019;;;;;;
1;Linden Unified;Linden;;Awarded;1;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;621810;7;;;;;;;332009;0;621810;2019;01/07/2019;;;;;;
2;Linden Unified;Linden;;Awarded;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;272009;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;621810;10;;;;;;;332009;0;621810;2021;01/10/2021;;;;;;
1;Lindsay Unified;Lindsay;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;261184;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;621870;7;;;;;;;321184;0;621870;2019;01/07/2019;;;;;;
2;Lindsay Unified;Lindsay;;Delivered;1;;;;C;;False;School Bus Replacement Program;California Energy Commission (CEC);;261184;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;621870;7;;;;;;;321184;0;621870;2019;01/07/2019;;;;;;
3;Mountain View Elementary;El Monte;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;279370;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;626190;7;;;;;;;339370;0;626190;2019;01/07/2019;;;;;;
4;Mountain View Elementary;El Monte;;Delivered;2;;;;D;;False;School Bus Replacement Program;California Energy Commission (CEC);;279370;60000;jeudi 27 octobre 2022;https://www.energy.ca.gov/files/zev-and-infrastructure-stats-data;;626190;7;;;;;;;339370;0;626190;2019;01/07/2019;;;;;;
